total_episodes,episodes_with_ads,percentage_episodes_with_ads,total_sponsor_ads,total_ad_time,average_sponsor_length,average_ad_percentage_per_episode,avg_episode_ad_count,sponsor_time_map,sponsor_frequency_map,average_brand_repeat_rate,sorted_brands_by_frequency,sorted_brands_by_ad_time,clientId
0,0,0.0,0,0.0,0.0,0.0,0.0,{},{},0.0,[],[],cabinetofcuriosities
5,2,40.0,2,57.0,28.5,0.49984829815754583,0.4,{'epics.com': 57.0},{'epics.com': 2},2.0,['epics.com'],['epics.com'],caliphate
5,4,80.0,16,1091.0,68.1875,4.803995229382062,3.2,"{'airbnb.com': 97.0, 'baskinrobbins.com': 50.0, 'baskinrobins.com': 6.0, 'shopify.com': 207.0, 'neutrogena.com': 80.0, 'tinder.com': 129.0, 'haagendazs.us': 162.0, 'betterhelp.com/daddy': 88.0, 'walmart.com/hidden': 108.0, 'whiteclaw.com': 86.0, 't-mobile.com': 78.0}","{'airbnb.com': 1, 'baskinrobbins.com': 1, 'baskinrobins.com': 1, 'shopify.com': 2, 'neutrogena.com': 2, 'tinder.com': 2, 'haagendazs.us': 2, 'betterhelp.com/daddy': 1, 'walmart.com/hidden': 2, 'whiteclaw.com': 1, 't-mobile.com': 1}",1.4545454545454546,"['shopify.com', 'neutrogena.com', 'tinder.com', 'haagendazs.us', 'walmart.com/hidden', 'airbnb.com', 'baskinrobbins.com', 'baskinrobins.com', 'betterhelp.com/daddy', 'whiteclaw.com', 't-mobile.com']","['shopify.com', 'haagendazs.us', 'tinder.com', 'walmart.com/hidden', 'airbnb.com', 'betterhelp.com/daddy', 'whiteclaw.com', 'neutrogena.com', 't-mobile.com', 'baskinrobbins.com', 'baskinrobins.com']",callherdaddy
5,3,60.0,5,263.0,52.6,1.7903454509923413,1.0,"{'mcdonalds.com': 10.0, 'cosentics.com': 41.0, 'enjoyillinois.com': 6.0, 'mytopicals.com': 206.0}","{'mcdonalds.com': 1, 'cosentics.com': 1, 'enjoyillinois.com': 1, 'mytopicals.com': 2}",1.25,"['mytopicals.com', 'mcdonalds.com', 'cosentics.com', 'enjoyillinois.com']","['mytopicals.com', 'cosentics.com', 'mcdonalds.com', 'enjoyillinois.com']",carefreeblackgirl
5,4,80.0,5,377.0,75.4,2.1988185119782298,1.0,"{'rorra.com': 29.0, 'binance.com': 18.0, 'starkey.com': 8.0, 'hyperice.com': 80.0, 'nike.com': 242.0}","{'rorra.com': 1, 'binance.com': 1, 'starkey.com': 1, 'hyperice.com': 1, 'nike.com': 1}",1.0,"['rorra.com', 'binance.com', 'starkey.com', 'hyperice.com', 'nike.com']","['nike.com', 'hyperice.com', 'rorra.com', 'binance.com', 'starkey.com']",caseyadams
5,5,100.0,12,820.0,68.33333333333333,3.6254630144506614,2.4,"{'patriotmobile.com/CHAD': 23.0, 'patriotmobile.com': 157.0, 'americanfinancing.net': 133.0, 'fieldofgreens.com': 90.0, 'expressvpn.com': 93.0, 'unitedpatriotcoin.com': 83.0, 'unitedpatriotsupply.com': 68.0, 'tryfum.com': 114.0, 'manscaped.com': 14.0, 'vote4america.org': 45.0}","{'patriotmobile.com/CHAD': 1, 'patriotmobile.com': 2, 'americanfinancing.net': 2, 'fieldofgreens.com': 1, 'expressvpn.com': 1, 'unitedpatriotcoin.com': 1, 'unitedpatriotsupply.com': 1, 'tryfum.com': 1, 'manscaped.com': 1, 'vote4america.org': 1}",1.2,"['patriotmobile.com', 'americanfinancing.net', 'patriotmobile.com/CHAD', 'fieldofgreens.com', 'expressvpn.com', 'unitedpatriotcoin.com', 'unitedpatriotsupply.com', 'tryfum.com', 'manscaped.com', 'vote4america.org']","['patriotmobile.com', 'americanfinancing.net', 'tryfum.com', 'expressvpn.com', 'fieldofgreens.com', 'unitedpatriotcoin.com', 'unitedpatriotsupply.com', 'vote4america.org', 'patriotmobile.com/CHAD', 'manscaped.com']",chadprather
5,2,40.0,2,45.0,22.5,0.20737405759507416,0.4,"{'badegg.co/products/year-zero-1': 25.0, 'badegg.co': 20.0}","{'badegg.co/products/year-zero-1': 1, 'badegg.co': 1}",1.0,"['badegg.co/products/year-zero-1', 'badegg.co']","['badegg.co/products/year-zero-1', 'badegg.co']",chapotraphouse
5,0,0.0,0,0.0,0.0,0.0,0.0,{},{},0.0,[],[],chrismoylesshow
5,5,100.0,13,1297.0,99.76923076923077,4.3807142201597316,2.6,"{'piquelife.com': 115.0, 'blackriflecoffee.com': 124.0, 'drinklmnt.com': 141.0, 'montanaknifecompany.com': 96.0, 'bruntworkwear.com': 95.0, 'spikesk9fund.org': 46.0, 'spartanforge.ai': 105.0, 'davidprotein.com': 80.0, 'betterhelp.com': 174.0, 'coldcasefoundation.org': 86.0, 'piquelife.com/clearedhot': 112.0, 'stopboxusa.com': 123.0}","{'piquelife.com': 1, 'blackriflecoffee.com': 2, 'drinklmnt.com': 1, 'montanaknifecompany.com': 1, 'bruntworkwear.com': 1, 'spikesk9fund.org': 1, 'spartanforge.ai': 1, 'davidprotein.com': 1, 'betterhelp.com': 1, 'coldcasefoundation.org': 1, 'piquelife.com/clearedhot': 1, 'stopboxusa.com': 1}",1.0833333333333333,"['blackriflecoffee.com', 'piquelife.com', 'drinklmnt.com', 'montanaknifecompany.com', 'bruntworkwear.com', 'spikesk9fund.org', 'spartanforge.ai', 'davidprotein.com', 'betterhelp.com', 'coldcasefoundation.org', 'piquelife.com/clearedhot', 'stopboxusa.com']","['betterhelp.com', 'drinklmnt.com', 'blackriflecoffee.com', 'stopboxusa.com', 'piquelife.com', 'piquelife.com/clearedhot', 'spartanforge.ai', 'montanaknifecompany.com', 'bruntworkwear.com', 'coldcasefoundation.org', 'davidprotein.com', 'spikesk9fund.org']",clearedhot
5,5,100.0,16,2080.0,130.0,8.78435557159074,3.2,"{'brooklynbedding.com': 194.0, 'soakingwet.com': 372.0, 'liferx.md': 816.0, 'viia.co': 155.0, 'lelo.com': 184.0, 'https://liferx.md/?utm_source=efc&u1=188&_ef_transaction_id=&oid=1&affid=188': 14.0, 'paradiseandvibe.com': 67.0, 'imcurioustoknow.com': 12.0, 'paired.com': 244.0, 'paradiseinvibe.com': 22.0}","{'brooklynbedding.com': 1, 'soakingwet.com': 3, 'liferx.md': 3, 'viia.co': 1, 'lelo.com': 2, 'https://liferx.md/?utm_source=efc&u1=188&_ef_transaction_id=&oid=1&affid=188': 1, 'paradiseandvibe.com': 2, 'imcurioustoknow.com': 1, 'paired.com': 1, 'paradiseinvibe.com': 1}",1.6,"['soakingwet.com', 'liferx.md', 'lelo.com', 'paradiseandvibe.com', 'brooklynbedding.com', 'viia.co', 'https://liferx.md/?utm_source=efc&u1=188&_ef_transaction_id=&oid=1&affid=188', 'imcurioustoknow.com', 'paired.com', 'paradiseinvibe.com']","['liferx.md', 'soakingwet.com', 'paired.com', 'brooklynbedding.com', 'lelo.com', 'viia.co', 'paradiseandvibe.com', 'paradiseinvibe.com', 'https://liferx.md/?utm_source=efc&u1=188&_ef_transaction_id=&oid=1&affid=188', 'imcurioustoknow.com']",cocktales
5,5,100.0,44,2119.0,48.15909090909091,19.241031954520313,8.8,"{'paddle.com': 635.0, 'semasoftware.com': 321.0, 'postman.com/podcast/codestory': 111.0, 'meilisearch.com': 118.0, 'propelauth.com': 241.0, 'get.tech': 69.0, 'mailtrap.io': 48.0, 'indeed.com': 165.0, 'redcircle.com': 94.0, 'get.tech/codestory': 158.0, 'carvana.com': 20.0, 'smoothieking.com': 16.0, 'capitalone.com': 26.0, 'postman.com/mpodcast/codestory': 97.0}","{'paddle.com': 5, 'semasoftware.com': 5, 'postman.com/podcast/codestory': 5, 'meilisearch.com': 5, 'propelauth.com': 5, 'get.tech': 2, 'mailtrap.io': 4, 'indeed.com': 3, 'redcircle.com': 2, 'get.tech/codestory': 3, 'carvana.com': 1, 'smoothieking.com': 1, 'capitalone.com': 1, 'postman.com/mpodcast/codestory': 2}",3.142857142857143,"['paddle.com', 'semasoftware.com', 'postman.com/podcast/codestory', 'meilisearch.com', 'propelauth.com', 'mailtrap.io', 'indeed.com', 'get.tech/codestory', 'get.tech', 'redcircle.com', 'postman.com/mpodcast/codestory', 'carvana.com', 'smoothieking.com', 'capitalone.com']","['paddle.com', 'semasoftware.com', 'propelauth.com', 'indeed.com', 'get.tech/codestory', 'meilisearch.com', 'postman.com/podcast/codestory', 'postman.com/mpodcast/codestory', 'redcircle.com', 'get.tech', 'mailtrap.io', 'capitalone.com', 'carvana.com', 'smoothieking.com']",codestory
0,0,0.0,0,0.0,0.0,0.0,0.0,{},{},0.0,[],[],codeswitch
5,3,60.0,8,200.0,25.0,1.08178201153695,1.6,"{'patreon.com/lifelineluxury': 22.0, 'patreon.com/mattia': 7.0, 'lifelinemerch.com': 3.0, 'tryapp.ai': 77.0, 'patreon.com/mattdelia': 17.0, 'magicmind.co': 61.0, 'stagefive.com': 13.0}","{'patreon.com/lifelineluxury': 2, 'patreon.com/mattia': 1, 'lifelinemerch.com': 1, 'tryapp.ai': 1, 'patreon.com/mattdelia': 1, 'magicmind.co': 1, 'stagefive.com': 1}",1.1428571428571428,"['patreon.com/lifelineluxury', 'patreon.com/mattia', 'lifelinemerch.com', 'tryapp.ai', 'patreon.com/mattdelia', 'magicmind.co', 'stagefive.com']","['tryapp.ai', 'magicmind.co', 'patreon.com/lifelineluxury', 'patreon.com/mattdelia', 'stagefive.com', 'patreon.com/mattia', 'lifelinemerch.com']",congratulations
5,4,80.0,6,383.0,63.833333333333336,3.480681747567407,1.2,"{'lutz_travel': 126.0, 'customink.com': 12.0, 'discovercotton.com': 4.0, 'garrettpopcorn.com': 72.0, 'freshfronks.com': 164.0, 'nurturebynaps.com': 5.0}","{'lutz_travel': 1, 'customink.com': 1, 'discovercotton.com': 1, 'garrettpopcorn.com': 1, 'freshfronks.com': 1, 'nurturebynaps.com': 1}",1.0,"['lutz_travel', 'customink.com', 'discovercotton.com', 'garrettpopcorn.com', 'freshfronks.com', 'nurturebynaps.com']","['freshfronks.com', 'lutz_travel', 'garrettpopcorn.com', 'customink.com', 'nurturebynaps.com', 'discovercotton.com']",conversationswithcam
5,5,100.0,16,1368.0,85.5,3.3065543591113546,3.2,"{'chumbacasino.com': 22.0, 'betterhelp.com': 118.0, 'simplyssafe.com': 116.0, 'quint.com': 98.0, 'simplysafe.com': 116.0, 'thrivemarket.com': 149.0, 'shutupandgivememurder.com': 2.0, 'patreon.com/crimeinsports': 176.0, 'mintmobile.com': 306.0, 'surfshark.com': 160.0, 'factormeals.com': 105.0}","{'chumbacasino.com': 1, 'betterhelp.com': 1, 'simplyssafe.com': 1, 'quint.com': 1, 'simplysafe.com': 1, 'thrivemarket.com': 1, 'shutupandgivememurder.com': 1, 'patreon.com/crimeinsports': 3, 'mintmobile.com': 3, 'surfshark.com': 2, 'factormeals.com': 1}",1.4545454545454546,"['patreon.com/crimeinsports', 'mintmobile.com', 'surfshark.com', 'chumbacasino.com', 'betterhelp.com', 'simplyssafe.com', 'quint.com', 'simplysafe.com', 'thrivemarket.com', 'shutupandgivememurder.com', 'factormeals.com']","['mintmobile.com', 'patreon.com/crimeinsports', 'surfshark.com', 'thrivemarket.com', 'betterhelp.com', 'simplyssafe.com', 'simplysafe.com', 'factormeals.com', 'quint.com', 'chumbacasino.com', 'shutupandgivememurder.com']",crimeinsports
5,0,0.0,0,0.0,0.0,0.0,0.0,{},{},0.0,[],[],criminology
5,5,100.0,11,837.0,76.0909090909091,2.985125648906305,2.2,"{'audible.com': 175.0, 'stitchfix.com': 196.0, 'squarespace.com': 251.0, 'parachutehome.com': 118.0, 'thepointsguy.com': 11.0, 'curious.robinhood.com': 72.0, 'thisbarsaveslives.com': 14.0}","{'audible.com': 2, 'stitchfix.com': 2, 'squarespace.com': 3, 'parachutehome.com': 1, 'thepointsguy.com': 1, 'curious.robinhood.com': 1, 'thisbarsaveslives.com': 1}",1.5714285714285714,"['squarespace.com', 'audible.com', 'stitchfix.com', 'parachutehome.com', 'thepointsguy.com', 'curious.robinhood.com', 'thisbarsaveslives.com']","['squarespace.com', 'stitchfix.com', 'audible.com', 'parachutehome.com', 'curious.robinhood.com', 'thisbarsaveslives.com', 'thepointsguy.com']",curious
0,0,0.0,0,0.0,0.0,0.0,0.0,{},{},0.0,[],[],dailymeditationpodcast
5,1,20.0,1,20.0,20.0,0.3330557868442964,0.2,{'intouch.org': 20.0},{'intouch.org': 1},1.0,['intouch.org'],['intouch.org'],dailyradioprogram
5,5,100.0,10,1960.0,196.0,9.31569961556151,2.0,"{'bluechew.com': 239.0, 'factormeals.com': 140.0, 'greenchef.com': 120.0, 'betterhelp.com/diys': 775.0, 'greenchef.com/50diys': 149.0, 'betterhelp.com': 416.0, 'indacloud.co': 121.0}","{'bluechew.com': 2, 'factormeals.com': 1, 'greenchef.com': 1, 'betterhelp.com/diys': 2, 'greenchef.com/50diys': 1, 'betterhelp.com': 2, 'indacloud.co': 1}",1.4285714285714286,"['bluechew.com', 'betterhelp.com/diys', 'betterhelp.com', 'factormeals.com', 'greenchef.com', 'greenchef.com/50diys', 'indacloud.co']","['betterhelp.com/diys', 'betterhelp.com', 'bluechew.com', 'greenchef.com/50diys', 'factormeals.com', 'indacloud.co', 'greenchef.com']",daminternetyouscary
5,0,0.0,0,0.0,0.0,0.0,0.0,{},{},0.0,[],[],darknetdiaries
5,5,100.0,9,400.0,44.44444444444444,2.3466353381606195,1.8,"{'station.page': 92.0, 'amazon.com': 45.0, 'blueknightsecuritysolutions.com': 263.0}","{'station.page': 2, 'amazon.com': 2, 'blueknightsecuritysolutions.com': 5}",3.0,"['blueknightsecuritysolutions.com', 'station.page', 'amazon.com']","['blueknightsecuritysolutions.com', 'station.page', 'amazon.com']",detectivestory
0,0,0.0,0,0.0,0.0,0.0,0.0,{},{},0.0,[],[],devaneostemporales
5,4,80.0,8,713.0,89.125,6.719777830403435,1.6,"{'partners.codehealthshop.com': 214.0, 'therasage.com': 499.0}","{'partners.codehealthshop.com': 4, 'therasage.com': 4}",4.0,"['partners.codehealthshop.com', 'therasage.com']","['therasage.com', 'partners.codehealthshop.com']",digitalsocialhour
0,0,0.0,0,0.0,0.0,0.0,0.0,{},{},0.0,[],[],directionallychallenged
5,5,100.0,17,926.0,54.470588235294116,3.473463610999193,3.4,"{'eljen.com': 230.0, 'saveawarrior.org': 7.0, 'trupointco.com': 321.0, 'sludgehammer.net': 210.0, 'sledgehammer.net': 116.0, 'nordic-waste.com': 17.0, 'openphone.co': 25.0}","{'eljen.com': 5, 'saveawarrior.org': 1, 'trupointco.com': 5, 'sludgehammer.net': 3, 'sledgehammer.net': 1, 'nordic-waste.com': 1, 'openphone.co': 1}",2.4285714285714284,"['eljen.com', 'trupointco.com', 'sludgehammer.net', 'saveawarrior.org', 'sledgehammer.net', 'nordic-waste.com', 'openphone.co']","['trupointco.com', 'eljen.com', 'sludgehammer.net', 'sledgehammer.net', 'openphone.co', 'nordic-waste.com', 'saveawarrior.org']",dirtbagspodcast
0,0,0.0,0,0.0,0.0,0.0,0.0,{},{},0.0,[],[],disneytravelsecrets
5,4,80.0,11,888.0,80.72727272727273,3.5813969878338368,2.2,"{'qualialife.com/theoperator': 129.0, 'stopboxusa.com': 98.0, 'ridge.com': 111.0, 'hardfeltzer.com': 37.0, 'blackriflecoffee.com': 4.0, 'omahasteaks.com': 29.0, 'omahasteaks.com/drinkinbros': 108.0, 'americanfinancing.net': 82.0, 'bioproteintech.com': 96.0, 'drinkbros.com': 19.0, 'shopmando.com': 175.0}","{'qualialife.com/theoperator': 1, 'stopboxusa.com': 1, 'ridge.com': 1, 'hardfeltzer.com': 1, 'blackriflecoffee.com': 1, 'omahasteaks.com': 1, 'omahasteaks.com/drinkinbros': 1, 'americanfinancing.net': 1, 'bioproteintech.com': 1, 'drinkbros.com': 1, 'shopmando.com': 1}",1.0,"['qualialife.com/theoperator', 'stopboxusa.com', 'ridge.com', 'hardfeltzer.com', 'blackriflecoffee.com', 'omahasteaks.com', 'omahasteaks.com/drinkinbros', 'americanfinancing.net', 'bioproteintech.com', 'drinkbros.com', 'shopmando.com']","['shopmando.com', 'qualialife.com/theoperator', 'ridge.com', 'omahasteaks.com/drinkinbros', 'stopboxusa.com', 'bioproteintech.com', 'americanfinancing.net', 'hardfeltzer.com', 'omahasteaks.com', 'drinkbros.com', 'blackriflecoffee.com']",drinkinbros
5,5,100.0,18,1305.0,72.5,6.453239970754811,3.6,"{'squarespace.com/dropouts': 80.0, 'rocketmoney.com/dropouts': 86.0, 'factormeals.com': 148.0, 'voidinteractive.net': 276.0, 'saily.com': 210.0, 'fitbod.me': 83.0, 'casino.draftkings.com': 125.0, 'squarespace.com': 71.0, 'betterhelp.com': 69.0, 'rocketmoney.com': 46.0, 'brooklynbedding.com': 97.0, 'magicmind.co': 14.0}","{'squarespace.com/dropouts': 1, 'rocketmoney.com/dropouts': 1, 'factormeals.com': 2, 'voidinteractive.net': 4, 'saily.com': 2, 'fitbod.me': 1, 'casino.draftkings.com': 2, 'squarespace.com': 1, 'betterhelp.com': 1, 'rocketmoney.com': 1, 'brooklynbedding.com': 1, 'magicmind.co': 1}",1.5,"['voidinteractive.net', 'factormeals.com', 'saily.com', 'casino.draftkings.com', 'squarespace.com/dropouts', 'rocketmoney.com/dropouts', 'fitbod.me', 'squarespace.com', 'betterhelp.com', 'rocketmoney.com', 'brooklynbedding.com', 'magicmind.co']","['voidinteractive.net', 'saily.com', 'factormeals.com', 'casino.draftkings.com', 'brooklynbedding.com', 'rocketmoney.com/dropouts', 'fitbod.me', 'squarespace.com/dropouts', 'squarespace.com', 'betterhelp.com', 'rocketmoney.com', 'magicmind.co']",dropouts
5,0,0.0,0,0.0,0.0,0.0,0.0,{},{},0.0,[],[],droppingthegloves
0,0,0.0,0,0.0,0.0,0.0,0.0,{},{},0.0,[],[],earthancients
0,0,0.0,0,0.0,0.0,0.0,0.0,{},{},0.0,[],[],eatyourcontent
0,0,0.0,0,0.0,0.0,0.0,0.0,{},{},0.0,[],[],echalepodcast
5,0,0.0,0,0.0,0.0,0.0,0.0,{},{},0.0,[],[],econtalk
5,5,100.0,5,217.0,43.4,1.0745430619139187,1.0,"{'mouser.com/empowering-innovation': 83.0, 'mouser.com': 43.0, 'dogbotic.com': 51.0, 'nordicsemi.com': 40.0}","{'mouser.com/empowering-innovation': 2, 'mouser.com': 1, 'dogbotic.com': 1, 'nordicsemi.com': 1}",1.25,"['mouser.com/empowering-innovation', 'mouser.com', 'dogbotic.com', 'nordicsemi.com']","['mouser.com/empowering-innovation', 'dogbotic.com', 'mouser.com', 'nordicsemi.com']",embedded
0,0,0.0,0,0.0,0.0,0.0,0.0,{},{},0.0,[],[],entrellats
5,0,0.0,0,0.0,0.0,0.0,0.0,{},{},0.0,[],[],everydaywellness
0,0,0.0,0,0.0,0.0,0.0,0.0,{},{},0.0,[],[],everylittlething
5,2,40.0,6,589.0,98.16666666666667,4.106550468915309,1.2,"{'selectquote.com/beyondthegrid': 93.0, 'calderalab.com': 105.0, 'shopify.com': 88.0, 'drinktrade.com': 108.0, 'calderab.com': 110.0, 'indeed.com': 85.0}","{'selectquote.com/beyondthegrid': 1, 'calderalab.com': 1, 'shopify.com': 1, 'drinktrade.com': 1, 'calderab.com': 1, 'indeed.com': 1}",1.0,"['selectquote.com/beyondthegrid', 'calderalab.com', 'shopify.com', 'drinktrade.com', 'calderab.com', 'indeed.com']","['calderab.com', 'drinktrade.com', 'calderalab.com', 'selectquote.com/beyondthegrid', 'shopify.com', 'indeed.com']",f1nation
5,1,20.0,1,564.0,564.0,6.958667489204194,0.2,{'fearlessliving.org': 564.0},{'fearlessliving.org': 1},1.0,['fearlessliving.org'],['fearlessliving.org'],fabulousover50
5,3,60.0,4,172.0,43.0,0.7706040410112844,0.8,"{'excelexposure.com': 18.0, 'advancedexcel.com': 31.0, 'ryzeapp.co': 118.0, 'thomasbreads.com': 5.0}","{'excelexposure.com': 1, 'advancedexcel.com': 1, 'ryzeapp.co': 1, 'thomasbreads.com': 1}",1.0,"['excelexposure.com', 'advancedexcel.com', 'ryzeapp.co', 'thomasbreads.com']","['ryzeapp.co', 'advancedexcel.com', 'excelexposure.com', 'thomasbreads.com']",failureguy
5,5,100.0,14,826.0,59.0,4.490460458527999,2.8,"{'monsterenergy.com': 7.0, 'draftkings.com': 171.0, 'fantasypros.com': 545.0, 'https://dkdfs.sng.link/Avkw3/1lf3?_dl=draftkings%3A%2F%2Fgateway%3Fs%3D263473166&pcid=422213&psn=1756&pcn=BestBall&pscn=Video&pcrn=xx&pscid=xx&pcrid=xx&wpcid=422213&wpsrc=1756&wpcn=BestBall&wpscn=Video&wpcrn=xx&wpscid=xx&wpcrid=xx&_forward_params=1': 50.0, 'pristine.com': 16.0, 'bettingpros.com': 4.0, 'fantasypros.com/assistant': 25.0, 'draftkings.com/football': 6.0, 'draftwizard.fantasypros.com/football/mock-draft-simulator': 2.0}","{'monsterenergy.com': 1, 'draftkings.com': 4, 'fantasypros.com': 3, 'https://dkdfs.sng.link/Avkw3/1lf3?_dl=draftkings%3A%2F%2Fgateway%3Fs%3D263473166&pcid=422213&psn=1756&pcn=BestBall&pscn=Video&pcrn=xx&pscid=xx&pcrid=xx&wpcid=422213&wpsrc=1756&wpcn=BestBall&wpscn=Video&wpcrn=xx&wpscid=xx&wpcrid=xx&_forward_params=1': 1, 'pristine.com': 1, 'bettingpros.com': 1, 'fantasypros.com/assistant': 1, 'draftkings.com/football': 1, 'draftwizard.fantasypros.com/football/mock-draft-simulator': 1}",1.5555555555555556,"['draftkings.com', 'fantasypros.com', 'monsterenergy.com', 'https://dkdfs.sng.link/Avkw3/1lf3?_dl=draftkings%3A%2F%2Fgateway%3Fs%3D263473166&pcid=422213&psn=1756&pcn=BestBall&pscn=Video&pcrn=xx&pscid=xx&pcrid=xx&wpcid=422213&wpsrc=1756&wpcn=BestBall&wpscn=Video&wpcrn=xx&wpscid=xx&wpcrid=xx&_forward_params=1', 'pristine.com', 'bettingpros.com', 'fantasypros.com/assistant', 'draftkings.com/football', 'draftwizard.fantasypros.com/football/mock-draft-simulator']","['fantasypros.com', 'draftkings.com', 'https://dkdfs.sng.link/Avkw3/1lf3?_dl=draftkings%3A%2F%2Fgateway%3Fs%3D263473166&pcid=422213&psn=1756&pcn=BestBall&pscn=Video&pcrn=xx&pscid=xx&pcrid=xx&wpcid=422213&wpsrc=1756&wpcn=BestBall&wpscn=Video&wpcrn=xx&wpscid=xx&wpcrid=xx&_forward_params=1', 'fantasypros.com/assistant', 'pristine.com', 'monsterenergy.com', 'draftkings.com/football', 'bettingpros.com', 'draftwizard.fantasypros.com/football/mock-draft-simulator']",fantasypros
5,5,100.0,7,354.0,50.57142857142857,2.608615458184151,1.4,"{'savannahgilbo.com': 319.0, 'savagillo.com': 9.0, 'storygrid.com': 15.0, 'savagil.com/masterclass': 11.0}","{'savannahgilbo.com': 4, 'savagillo.com': 1, 'storygrid.com': 1, 'savagil.com/masterclass': 1}",1.75,"['savannahgilbo.com', 'savagillo.com', 'storygrid.com', 'savagil.com/masterclass']","['savannahgilbo.com', 'storygrid.com', 'savagil.com/masterclass', 'savagillo.com']",fictionwritingmadeeasy
5,3,60.0,3,93.0,31.0,0.7899718925135641,0.6,{'fiercemarriage.com': 93.0},{'fiercemarriage.com': 3},3.0,['fiercemarriage.com'],['fiercemarriage.com'],fiercemarriage
5,5,100.0,12,840.0,70.0,3.4124427188745705,2.4,"{'macweldon.com': 349.0, 'felixgray.com': 359.0, 'ovationdanceour.com': 25.0, 'findingmastery.com': 3.0, 'livemomentous.com': 104.0}","{'macweldon.com': 4, 'felixgray.com': 5, 'ovationdanceour.com': 1, 'findingmastery.com': 1, 'livemomentous.com': 1}",2.4,"['felixgray.com', 'macweldon.com', 'ovationdanceour.com', 'findingmastery.com', 'livemomentous.com']","['felixgray.com', 'macweldon.com', 'livemomentous.com', 'ovationdanceour.com', 'findingmastery.com']",findingmastery
5,0,0.0,0,0.0,0.0,0.0,0.0,{},{},0.0,[],[],fivethirtyeightpolitics
5,1,20.0,2,220.0,110.0,2.7972027972027975,0.4,"{'mightyoaksprograms.org': 174.0, 'focusonthefamily.com': 46.0}","{'mightyoaksprograms.org': 1, 'focusonthefamily.com': 1}",1.0,"['mightyoaksprograms.org', 'focusonthefamily.com']","['mightyoaksprograms.org', 'focusonthefamily.com']",focusonthefamily
5,1,20.0,1,51.0,51.0,0.3875379939209726,0.2,{'focusonthefamily.com': 51.0},{'focusonthefamily.com': 1},1.0,['focusonthefamily.com'],['focusonthefamily.com'],focusonthefamilymarriage
5,1,20.0,1,11.0,11.0,0.06058936931974662,0.2,{'qvc.com': 11.0},{'qvc.com': 1},1.0,['qvc.com'],['qvc.com'],forthelove
5,0,0.0,0,0.0,0.0,0.0,0.0,{},{},0.0,[],[],freakonomicsradio
5,0,0.0,0,0.0,0.0,0.0,0.0,{},{},0.0,[],[],gangstercapitalism
5,0,0.0,0,0.0,0.0,0.0,0.0,{},{},0.0,[],[],geeksunderthe
